domains:, gmx.de, delta.blinzeln.de, tiscali.it, x.testrun.org, posteo.de, ik.me, buzon.uy, aol.com, e.email, mail.de, testrun.org, yahoo.com, mailo.com, zohomail.eu, outlook.com, hotmail.com, fastmail.com, gmail.com, mail.ru, web.de, yandex.ru, icloud.com, disroot.org, mailbox.org, riseup.net, 
aol.com:, timeout, timeout, timeout, timeout, timeout, timeout, timeout, self, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, 
e.email:, 66.47143292427063, 17.85495352745056, timeout, 7.9546897411346436, 11.926793575286865, timeout, 8.477041006088257, timeout, self, 14.281168699264526, 6.287281513214111, timeout, 129.71251463890076, 62.48453688621521, 7.374653100967407, 10.057081699371338, 12.713260412216187, 7.652780532836914, 11.952895164489746, timeout, 10.764527320861816, 12.17271089553833, 19.0554141998291, timeout, 17.689930200576782, 
mail.de:, 39.30832529067993, 21.322932958602905, timeout, 3.8608386516571045, 8.890135765075684, timeout, 7.405558109283447, timeout, 6.969218969345093, self, 5.872375726699829, timeout, 132.16571593284607, 83.7804822921753, 7.249375581741333, 5.571983575820923, 13.476903915405273, 5.987573862075806, 10.975868940353394, 23.930580377578735, 8.896167278289795, 11.865813970565796, 19.374163150787354, timeout, 15.4701247215271, 
testrun.org:, 69.97755670547485, 34.18434691429138, timeout, 4.154296636581421, 8.92183518409729, timeout, 7.700197696685791, timeout, 6.062800168991089, 12.448914527893066, self, timeout, 130.63428378105164, 68.78507208824158, 6.919213056564331, 6.436459064483643, 10.97160530090332, 6.721961498260498, 15.232524871826172, timeout, 8.845125913619995, 10.655541896820068, 17.80194091796875, timeout, 15.921749353408813, 
yahoo.com:, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, self, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, 
mailo.com:, 79.81290221214294, 79.13333892822266, timeout, 16.299048900604248, 75.42275524139404, timeout, 8.291373491287231, timeout, 13.624902725219727, 14.714787483215332, 14.688308000564575, timeout, self, 141.16764283180237, 14.839131832122803, 12.301978588104248, 11.452459812164307, 12.556328058242798, 71.93017935752869, 78.42390775680542, 62.04279017448425, 54.949443101882935, 72.34370493888855, timeout, 75.95156812667847, 
zohomail.eu:, 44.19165587425232, 46.58645248413086, timeout, 8.541447639465332, 12.210571527481079, timeout, 12.460715532302856, timeout, 12.018867492675781, 17.047698736190796, 10.91014289855957, timeout, 174.9548180103302, self, 9.061150312423706, 8.560672283172607, 13.688920736312866, 10.93242621421814, 14.794243574142456, 29.00568723678589, 12.416889667510986, 13.30623984336853, 20.820502281188965, timeout, 16.652533292770386, 
outlook.com:, timeout, 141.2142345905304, timeout, 4.391458034515381, 9.90627646446228, timeout, timeout, timeout, 8.484162092208862, 15.309577465057373, timeout, timeout, 126.78071188926697, 16.980605840682983, self, 8.227156162261963, 9.094926118850708, 6.220930337905884, 12.545321464538574, timeout, 11.140921831130981, 9.888126134872437, 17.903993368148804, timeout, 15.512279033660889, 
hotmail.com:, timeout, 1418.8206601142883, timeout, 8.172927141189575, 8.45442509651184, timeout, timeout, timeout, 8.543338775634766, 13.825803279876709, timeout, timeout, 1404.2429943084717, 1415.4132940769196, 6.717369794845581, self, 8.287758111953735, 6.101505517959595, 801.6045045852661, timeout, 8.46400499343872, 9.956835269927979, 20.037346839904785, timeout, 13.989478588104248, 
fastmail.com:, 37.122562885284424, 17.58713674545288, timeout, 6.758146286010742, 14.098227977752686, timeout, 8.313804149627686, timeout, 8.194831132888794, 14.623154878616333, 6.751340389251709, timeout, 142.0764937400818, 58.36248207092285, 7.603648662567139, 7.424560070037842, self, 7.035098314285278, 15.606565952301025, 157.33885717391968, 10.179174661636353, 10.71137809753418, 20.535186290740967, timeout, 15.229970932006836, 
gmail.com:, 16.687736988067627, 18.4254629611969, timeout, 10.670750379562378, 13.187978744506836, timeout, 11.564028024673462, timeout, 9.040428638458252, 17.814024209976196, 9.21324110031128, timeout, 133.36202597618103, 87.24180340766907, 9.460299730300903, 7.707973003387451, 14.34677505493164, self, 15.519192695617676, 17.072649717330933, 13.586453676223755, 13.070883750915527, 24.0120370388031, timeout, 15.366287469863892, 
mail.ru:, 614.0220272541046, 615.9733943939209, timeout, 618.924510717392, 608.5167486667633, timeout, 610.8485584259033, timeout, 612.0153651237488, 613.3862128257751, 617.2694499492645, timeout, 602.8098781108856, 610.1041836738586, 613.1171112060547, 610.9717748165131, 610.127349615097, 610.932154417038, self, timeout, 596.0871720314026, 589.1101157665253, 605.7736215591431, timeout, 609.0466482639313, 
web.de:, 47.50306963920593, 46.88275861740112, timeout, 4.048313617706299, 9.989367723464966, timeout, 19.378599166870117, timeout, 13.667928457260132, 14.789887189865112, 14.601804733276367, timeout, 177.1887755393982, 65.80049204826355, 14.82884669303894, 12.36230754852295, 11.568506002426147, 12.545832395553589, 17.528202772140503, self, 7.7357282638549805, 11.727051258087158, 17.85887861251831, timeout, 21.45552635192871, 
yandex.ru:, 1452.7366688251495, 46.91665840148926, timeout, 22.967405319213867, 13.744101285934448, timeout, 12.216596364974976, timeout, 17.53049635887146, 18.60991907119751, 18.50720453262329, timeout, 1439.0587503910065, 67.9048523902893, 18.724313497543335, 16.19609045982361, 15.35080623626709, 16.458951234817505, 836.42014503479, timeout, self, 12.324468851089478, 20.05293297767639, timeout, 19.205653190612793, 
icloud.com:, 34.51931405067444, 38.8939003944397, timeout, 45.44943594932556, 17.992260694503784, timeout, 60.32164478302002, timeout, 73.49999618530273, 17.440731287002563, 8.933776378631592, timeout, 804.3429946899414, 45.12191939353943, 17.632526636123657, 79.9173309803009, 27.600422143936157, 45.535404443740845, 14.983152151107788, timeout, 13.295892715454102, self, 22.85836696624756, timeout, 17.646944999694824, 
disroot.org:, timeout, 28.306734323501587, timeout, 9.263437032699585, 21.04677414894104, timeout, 21.012977838516235, timeout, 15.781584978103638, 25.0807044506073, 12.323798179626465, timeout, 151.76999497413635, 64.47345471382141, 12.574338436126709, 16.233266592025757, 23.8753604888916, 15.010899543762207, 64.41407012939453, timeout, 12.519960880279541, 13.030282020568848, self, timeout, 26.54827308654785, 
mailbox.org:, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, timeout, self, timeout, 
riseup.net:, 64.91414546966553, 41.15208911895752, timeout, 7.0715296268463135, 11.653861045837402, timeout, 8.99503779411316, timeout, 16.59190058708191, 16.346333980560303, 14.79763650894165, timeout, 160.74836373329163, 77.15255331993103, 15.492936372756958, 16.3165545463562, 15.640876531600952, 12.953620672225952, 20.162441730499268, timeout, 18.541322469711304, 11.611887216567993, 21.947481155395508, timeout, self, 
